doi,title,abstract,author,published,container_title,type,subject,is_referenced_by_count,url,publisher,language,database,string_id,query_bibliographic
10.1049/pbhe046e_ch2,"Convergence of Digital Twin, AI, IOT, and machine learning techniques for medical diagnostics",,M.N. Kavitha; S. Sujitha,2022-12-31,Digital Twin Technologies for Healthcare 4.0,book-chapter,,1,https://doi.org/10.1049/pbhe046e_ch2,The Institution of Engineering and Technology,en,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.1515/9783110778861-002,Chapter 2 Benefits of Digital Twin Modelling,,,2023-9-4,Digital Twins,book-chapter,,0,https://doi.org/10.1515/9783110778861-002,De Gruyter,,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.1007/s43069-025-00579-x,"A Multi-agent Digital Twin Framework for Predictive Maintenance Using Machine Learning and Genetic Algorithms: A Case Study Morocco, Tangier Med Port",,Hamza Garmouch; Otman Abdoun,2025-12-3,Operations Research Forum,journal-article,,1,https://doi.org/10.1007/s43069-025-00579-x,Springer Science and Business Media LLC,en,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.5220/0014152200004932,A Digital Twin-Enabled Predictive Maintenance Framework Leveraging Multi-Agent Reinforcement Learning and Industrial IoT Data,,Ravi Garapati; S K Kanna,2025,Proceedings of the 1st International Conference on Intelligent Methods and Advanced Computer Scientific Innovations,proceedings-article,,0,https://doi.org/10.5220/0014152200004932,SCITEPRESS - Science and Technology Publications,,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.1016/b978-0-443-29861-5.00017-2,Integration of building information modeling and machine learning for predictive maintenance,,Yeddula Bharath Simha Reddy; Muhammed Zain Kangda; Ehsan Noroozinejad Farsangi,2025,Digital Transformation in the Construction Industry,book-chapter,,5,https://doi.org/10.1016/b978-0-443-29861-5.00017-2,Elsevier,en,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.1515/9783110778861-008,Chapter 8 Digital Twin Use Cases and Industries,,,2023-9-4,Digital Twins,book-chapter,,0,https://doi.org/10.1515/9783110778861-008,De Gruyter,,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.1109/morgeo49228.2020.9121882,"Mobile Mapping, Machine Learning and Digital Twin for Road Infrastructure Monitoring and Maintenance: Case Study of Mohammed VI Bridge in Morocco",,Hakdaoui Sofia; Emran Anas; Oumghar Faiz,2020-5,2020 IEEE International conference of Moroccan Geomatics (Morgeo),proceedings-article,,49,https://doi.org/10.1109/morgeo49228.2020.9121882,IEEE,,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.2139/ssrn.4923569,Development and Application of a Digital Twin Model for Zero-Energy Building Operation and Maintenance Utilizing Bim-Iot Integration,,Zhansheng Liu; Mingming Li; Weiyu Ji,2024,,posted-content,,0,https://doi.org/10.2139/ssrn.4923569,Elsevier BV,,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.1080/27525783.2025.2511889,Machine learning-driven alloy digital design for hydrogen storage: a review,,Tianqi Liu; Lufeng Xue; Bo Cheng; Yumeng Zhao; Bang Dou; Marcelo Paredes; Lukai Song,2025-7-3,Digital Twin,journal-article,,10,https://doi.org/10.1080/27525783.2025.2511889,Informa UK Limited,en,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.3390/buildings12020087,Construction Theory for a Building Intelligent Operation and Maintenance System Based on Digital Twins and Machine Learning,"<jats:p>The operation and maintenance (O&amp;M) of buildings plays an important role in ensuring that the buildings work normally, as well as reducing the damage caused by functional errors. There are obvious problems in the traditional O&amp;M modality, and an effective way to solve them is to make the model smarter. In this paper, a digital twin framework for building operation is proposed, which consists of two key components: a digital twin O&amp;M model and a machine learning algorithm. The process of establishing the digital twin model is introduced in detail, and the method is explained according to the structure, equipment, and energy consumption characteristics of the model. A mechanism of fusing the digital twin and machine learning algorithm is proposed and the prediction process based on an artificial neural network (ANN) is shown. Finally, based on a systematic summary of the modeling process and fusion mechanism, the development path and overall structure of the intelligent O&amp;M system utilizing digital twins is proposed.</jats:p>",Yuhong Zhao; Naiqiang Wang; Zhansheng Liu; Enyi Mu,2022-1-18,Buildings,journal-article,,76,https://doi.org/10.3390/buildings12020087,MDPI AG,en,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.1016/j.buildenv.2025.113997,Integrating digital twin technologies for maintenance 4.0 in the building industry: A review and conceptual framework,,Wei Hu; Yifu Ou; Haiyi Liu; Peizhou Ni; Cheng Chang,2026-1,Building and Environment,journal-article,,14,https://doi.org/10.1016/j.buildenv.2025.113997,Elsevier BV,en,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.1007/s00170-024-14097-3,Machine learning-based digital twin of a conveyor belt for predictive maintenance,"<jats:title>Abstract</jats:title><jats:p>The problem of achieving a good maintenance plan is well-known in the modern industry. One of the most promising approaches is predictive maintenance, which schedules interventions based on predictions made by collecting and analyzing data from the process. However, to the best of the authors’ knowledge, this approach is still not widespread and known enough, and particularly, the real-case scenarios of its application appear not exhaustive. To contribute to fill this gap, this work proposes a digital twin (DT), which performs a predictive maintenance approach for a conveyor belt within a real-case scenario with the overall goal of predicting faults during normal belt operations. Specifically, the core of the implemented DT is a model that analyzes the data collected by various sensors distributed along the conveyor belt. In turn, this model exploits a machine learning-based algorithm that predicts the insurgence of faults. The tests of the developed solution, conducted within a real scenario, demonstrated good precision and accuracy in identifying the fault status and also in a time deemed acceptable for the involved stakeholders.</jats:p>",Valerio Pulcini; Gianfranco Modoni,2024-8,The International Journal of Advanced Manufacturing Technology,journal-article,,27,https://doi.org/10.1007/s00170-024-14097-3,Springer Science and Business Media LLC,en,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.1080/27525783.2025.2562418,Machine learning and digital twins in smart irrigation: optimising water use through agricultural data analytics,,Christian John C. Bautista; Ralph Kristoffer B. Gallegos; Rubenito M. Lampayan,2026-1-2,Digital Twin,journal-article,,1,https://doi.org/10.1080/27525783.2025.2562418,Informa UK Limited,en,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.26434/chemrxiv.15002246/v1,Machine Learning–Enabled Probabilistic Digital Twin for Halftone-Encoded Programmable Mechanical Heterogeneity,"<jats:p>Programmable mechanical heterogeneity provides a powerful strategy for tailoring deformation behavior in architected materials; however, establishing predictive relationships between encoded material distributions and mechanical response remains challenging due to complex, nonlinear deformation. Here, we present a machine learning–enabled probabilistic digital twin for halftoneencoded architected materials fabricated via a binary, single-resin additive manufacturing approach. Specimens with systematically varied stiff domain fractions (0–50%) are subjected to uniaxial tensile loading, and deformation morphologies at large strain (60%) are used as input to a convolutional neural network, achieving a classification accuracy of 92%. Misclassifications occur primarily between adjacent stiffness states, reflecting the intrinsic continuity of the mechanical design space. To enable continuous prediction, classification outputs are reformulated through a probabilistic inference framework, where softmax probabilities are interpreted as distributions and converted into continuous estimates via probability-weighted averaging. Validation using unseen specimens with intermediate stiffness (25%) demonstrates accurate interpolation within the learned design space, with predictions confined within physically meaningful intervals near the ground truth. This approach establishes deformation morphology as a physically informative descriptor of encoded mechanical heterogeneity, enabling rapid, nondestructive prediction without constitutive modeling or finite element analysis. The framework provides a scalable pathway for integrating additive manufacturing, image-based mechanical testing, and data-driven modeling for the design and evaluation of architected materials.</jats:p>",Moonsung Park; Tengxiao Liu; Hongtao Sun,2026-4-20,,posted-content,,0,https://doi.org/10.26434/chemrxiv.15002246/v1,American Chemical Society (ACS),,Crossref,crossref_ia_10,digital twin building maintenance machine learning
